CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
362,26,1,187161.30853155,2,1,1,23063.24222027262,Spain,Male,0
628,51,1,79396.69881527916,1,1,0,114446.2784810291,Spain,Male,1
566,70,8,33.67325112133002,2,1,0,89261.2130053834,Spain,Female,0
704,61,4,127782.28480930746,1,0,0,176772.38692389874,Spain,Male,0
710,52,1,11712.977131900781,3,1,0,48758.9746857836,France,Female,0
635,69,8,69042.38945522487,3,1,1,167028.27580351476,Germany,Male,0
622,75,8,176744.12186392903,3,1,1,115960.85132523601,France,Male,1
718,39,0,15672.405405466467,1,0,0,20375.95761055912,Spain,Male,0
411,61,2,209834.62308900058,2,1,1,194650.60725184207,Spain,Male,0
433,41,3,954.980664645777,2,0,1,107396.89637960799,Germany,Male,0
717,34,6,61705.96730047556,1,0,0,65266.60230400068,Spain,Female,0
566,27,9,185226.01403801786,1,1,1,99187.29997795903,France,Female,1
691,47,3,79067.5374323267,2,1,0,172992.9788683229,France,Male,1
746,73,1,25473.097016503383,2,1,0,67931.59363316206,Germany,Male,1
536,76,6,90058.47970010697,2,0,0,46608.51533247306,France,Female,0
368,63,5,67598.32159613138,2,0,0,34523.53691686747,France,Female,1
526,40,2,210677.97554013872,1,0,1,66593.28569414014,France,Male,1
449,49,5,78336.97939628578,1,0,0,158209.13653760825,France,Male,0
745,34,5,197233.1179440018,3,0,1,99609.00938709972,Spain,Female,1
794,67,4,222968.0362026837,2,0,0,53221.504701772596,France,Male,0
582,68,3,108454.35489413238,3,1,0,41575.14992585235,Germany,Female,1
752,34,9,227485.785963598,1,1,1,73218.60053697202,Germany,Male,1
425,31,0,94329.51349079821,1,0,0,188585.6308482847,France,Female,1
614,26,9,241019.60412252703,3,1,1,75175.07539210463,Germany,Female,1
804,57,5,22322.38113139323,2,1,1,197743.57443138072,France,Male,0
633,19,1,171754.8166258107,2,0,0,102193.78659541767,Germany,Female,0
555,62,2,123453.51011423217,2,0,0,44041.14447512867,Germany,Male,1
572,42,7,96912.20136391176,2,1,0,179316.61744076677,France,Male,0
733,56,9,158177.96968715024,3,0,0,97467.52089561711,France,Male,1
401,26,5,175964.2729085828,3,0,0,144837.55526585964,Spain,Male,1
688,71,2,1090.8174125772719,1,1,0,196905.20080973883,France,Female,1
716,39,6,41738.27218679968,2,0,1,19533.31656079506,France,Male,1
493,60,3,178261.51265857968,2,1,1,28371.966359637754,Spain,Male,1
722,63,8,166596.3533945516,2,1,0,146886.78087792368,France,Male,1
418,21,4,241511.8762821693,3,1,1,63546.75062613968,France,Male,0
448,43,2,190259.44756269574,2,1,1,45017.26542051882,Spain,Female,0
745,75,1,237693.1769328345,3,1,0,17478.757165748604,France,Male,1
374,46,1,175635.12538370173,2,0,0,14150.875277378344,France,Female,0
785,62,2,74513.05215986079,2,0,1,157152.26459276027,Spain,Female,1
728,51,1,26341.230562714118,1,0,0,35542.3512002145,Spain,Female,0
818,40,3,195455.9658362339,2,0,1,98866.91703451867,Germany,Male,0
833,54,1,161037.30536897897,2,1,0,125120.39488410177,France,Male,0
402,28,9,12046.503098324058,1,1,1,91386.84210808079,Germany,Male,1
500,23,8,90012.61647524458,3,0,1,15150.26394388429,Germany,Male,0
493,35,1,239199.95387107154,3,1,1,158865.28549170267,Spain,Female,1
406,38,8,125100.28642755031,2,0,1,11997.512662914163,France,Female,1
388,59,5,108182.28400492616,3,0,0,154759.07993172196,France,Male,1
458,53,0,114424.9012898235,2,0,0,179727.85381974332,Spain,Male,0
530,58,3,52220.68100129093,1,1,1,92239.58500086273,Germany,Male,0
391,55,0,92176.7927161988,1,1,1,111753.06988858167,Spain,Male,0
535,51,5,92453.31399679415,2,1,0,100626.84459735421,France,Male,1
772,34,3,13088.7550468681,1,1,0,83949.63753845337,Spain,Male,1
747,54,2,191891.90712947957,1,0,1,178610.66172036846,France,Male,0
572,42,2,104126.10797596975,2,1,1,179847.3670272982,Germany,Female,1
471,55,8,205544.97170410582,2,1,1,73805.10928189156,France,Female,0
482,75,5,212587.00027997384,1,1,1,126863.25326279261,Germany,Female,0
512,29,8,52998.513674664515,3,0,1,186112.43680771417,Germany,Female,0
564,40,4,164338.37054253215,3,0,0,192791.11479885678,France,Male,0
570,70,1,118070.45104074542,2,1,1,106702.21768018903,France,Male,1
584,59,7,220039.18448037127,2,1,0,96036.7130040221,Germany,Male,0
680,39,4,53935.16979411353,3,1,0,62951.920026419895,Spain,Male,0
495,38,1,169453.30007751106,1,1,0,192185.6559061779,France,Male,0
588,44,3,151938.03056318066,3,0,1,37134.7178498448,Germany,Female,0
425,74,8,73825.3693929582,3,1,0,120167.61944906774,Germany,Male,0
358,48,3,34150.225912793154,3,1,0,63684.55082854139,Spain,Female,0
423,23,3,162909.94011931913,3,1,0,63011.575166081355,France,Male,0
791,44,1,184649.36453308267,2,0,0,86944.03160147581,Germany,Female,1
841,57,5,78906.8359408375,2,0,1,199770.65780497435,Spain,Male,1
750,51,1,161208.15100557846,1,1,1,20443.59829956619,Germany,Female,1
602,29,6,98782.72690287582,1,1,0,119922.94545867098,France,Male,1
579,62,2,178301.72082065442,1,1,0,25688.710026702665,Spain,Male,0
356,74,2,49803.81872351328,1,1,1,39358.9576981986,Germany,Male,1
523,70,4,222553.75065904358,3,1,1,93516.95893685074,Spain,Male,1
490,24,2,71852.39911639494,2,0,1,106987.42495582385,France,Female,1
517,27,1,91946.49693903822,2,0,0,59170.55758925956,Spain,Male,0
519,62,9,14522.988020087447,1,0,1,70126.85486613908,France,Female,1
742,34,8,27878.0530803191,1,1,0,26523.733848627282,Germany,Male,1
783,43,1,128965.47567808203,3,0,0,67611.7589304076,France,Female,0
632,38,1,66898.16918199287,3,0,1,193646.10348230338,Germany,Male,1
471,45,7,208870.05643554858,1,0,0,189494.40251777152,Germany,Male,0
543,79,8,3673.3471637384605,2,1,1,73626.87512602715,France,Female,1
354,75,6,94773.51216798405,2,1,0,118462.2478929647,Germany,Male,0
378,63,2,84336.38669227317,2,0,1,182823.12431107942,Spain,Male,1
514,19,8,4831.907729400259,1,1,0,11174.926301770369,Germany,Female,1
771,77,2,31092.099750127556,2,0,0,164029.87836414247,France,Male,1
688,71,4,103410.66872965882,3,0,1,190190.2150298946,Spain,Female,0
485,60,8,123216.14611186166,3,0,1,27351.88952337584,Spain,Male,1
845,18,2,101072.43681371727,1,0,1,40675.060346255,Germany,Female,0
714,68,6,132734.41960302345,3,1,1,192541.79752655752,Germany,Female,0
670,70,0,148782.91872642038,1,1,0,112132.62729166579,France,Female,0
691,53,3,2480.9552819589076,2,1,1,12697.360549627503,Spain,Female,0
849,68,3,116023.78986337598,2,1,1,58950.07976507054,France,Male,1
494,43,6,240874.8102218971,2,0,0,95489.29811108332,Germany,Male,1
676,46,7,129758.07003238719,3,1,1,141652.69309470587,Spain,Female,1
566,38,0,169385.5668647383,1,0,1,149300.4718459919,France,Male,0
650,28,4,77965.9644792208,2,1,0,199130.08745583665,France,Male,1
481,57,6,193497.84453819063,1,1,1,64627.12788291421,France,Male,0
641,28,3,193230.37046902877,2,1,1,112261.8193550103,France,Female,0
419,53,3,130324.01191353473,3,0,1,111331.47409332496,France,Male,0
601,66,3,244003.4558198034,3,0,1,87072.59929497512,Spain,Male,1
764,76,5,31387.553690663346,1,0,1,42140.75983005984,France,Female,1
624,56,6,4236.916222395248,3,0,1,195716.74700493008,Spain,Male,0
794,57,1,192539.552939274,3,1,0,172130.26546665136,France,Female,1
713,52,4,201788.88434122063,1,0,1,104683.27537590507,Germany,Female,1
531,71,3,30051.80728014406,2,0,0,124616.63030996567,Germany,Female,0
516,51,2,66395.70823965152,3,1,0,53179.600176335836,France,Male,0
440,72,6,4388.090841657227,1,1,0,113319.54337443192,Germany,Male,1
551,64,5,73327.15269514118,3,0,0,142044.32529308042,Spain,Female,0
695,41,6,193285.46847966788,3,1,1,107881.73539345188,France,Female,0
368,71,4,129490.13192814474,3,0,1,198154.18241113884,Spain,Female,1
388,39,5,87023.89829207202,3,1,1,126154.91468706797,France,Female,1
475,22,4,92934.82372658257,1,0,0,80485.00539251212,Germany,Female,0
800,73,6,338.4064288670385,1,0,1,156708.88524700925,Spain,Female,1
522,50,1,74950.13189130898,1,0,1,42387.87720051199,Germany,Male,0
490,75,4,161614.68540948263,3,0,1,83058.00460419065,Germany,Female,0
591,53,5,243548.61095408926,3,0,0,75922.20057174131,France,Female,1
569,64,5,211765.20674597487,3,1,0,92043.34807047767,Spain,Female,0
475,37,4,5898.7411613822815,1,0,1,158538.16692645798,Germany,Male,0
407,36,9,224640.15116870982,3,0,0,101992.87611104742,France,Male,0
497,52,6,195799.6033246565,2,0,0,160862.7455505329,France,Male,1
825,69,9,195094.0308927451,3,0,1,119532.89159657453,France,Male,1
805,60,7,114498.93975089287,2,0,0,74993.19258493552,Germany,Female,1
666,34,6,99501.3232386257,3,1,0,163895.96129985977,France,Male,0
732,79,4,75728.93220829815,1,1,1,55275.0374050874,Spain,Female,0
710,76,0,16423.714738591443,3,0,0,52632.766161961146,Spain,Female,1
772,62,4,57058.84087342478,2,1,0,105855.5555704188,Germany,Female,1
350,60,9,61650.90874450615,2,0,0,59561.35673279689,Spain,Female,1
736,51,1,121019.2674275504,3,1,0,11726.536640731101,France,Female,0
810,26,4,186861.1016491735,2,1,0,133176.5301867723,Germany,Female,1
697,43,4,118452.45709948665,2,0,0,107107.82607975563,France,Male,0
539,19,1,14461.112361790152,1,1,0,94648.38475370062,Germany,Male,1
540,70,4,239447.45024705096,3,1,0,193724.01777747992,Germany,Male,0
718,26,3,235681.07977352806,3,0,1,118527.8449529536,France,Male,0
758,26,0,196297.3857871021,3,0,1,174051.99977998305,Spain,Male,1
661,57,2,247831.97539105514,2,1,1,36495.544878980436,Spain,Female,0
766,34,0,136120.58320006574,3,1,1,118149.22799459126,Germany,Male,1
771,18,4,240692.08756330152,3,1,0,174916.12907887154,France,Male,0
466,42,3,18901.260154187694,1,0,1,120790.09388318061,France,Male,0
483,78,6,91420.18706534283,1,1,1,146422.6938441303,Germany,Female,1
407,60,4,56345.31700169146,1,1,0,80688.2778843194,Spain,Female,0
393,57,9,48958.27103356751,2,1,0,27565.408237042655,France,Female,1
522,59,3,35200.737223169024,3,0,0,97001.05607414358,Spain,Male,1
509,42,1,155603.41039149917,1,0,0,84951.08425938293,Spain,Male,1
522,56,3,195330.46393682627,1,0,0,174741.434652,Germany,Male,0
666,52,1,144574.59985509017,1,0,1,56359.10744696973,Germany,Male,0
652,20,7,36740.677397052415,3,1,0,193679.50323167053,Spain,Male,0
498,67,2,202780.94248336772,3,0,1,192046.24276285426,France,Female,1
429,54,8,158988.67679093214,3,1,1,57050.01218357335,France,Male,1
723,61,3,97041.42653174888,2,1,0,76129.87154069089,Germany,Female,0
562,61,5,168532.57388401573,2,1,1,180155.59076603816,Spain,Male,0
552,68,9,64976.24481070821,1,1,1,193658.22197026043,France,Female,1
601,47,4,86298.05212355262,3,0,0,94253.42953884837,France,Female,0
578,55,9,229371.46078299754,1,0,1,70989.43867177058,Germany,Female,1
513,51,0,72626.12641785509,3,0,1,109957.862517793,Spain,Female,0
576,29,8,117497.06703948414,3,0,1,140676.1492094896,France,Male,1
496,36,0,222535.28434900366,3,0,0,61960.15792124616,Germany,Male,0
369,54,7,176930.33756688188,2,1,0,149929.90317762384,France,Male,0
790,61,8,15550.806541175689,2,0,0,19814.897851781796,France,Female,1
751,76,8,36825.761069742584,3,0,1,19365.953625239123,France,Male,1
396,76,0,1960.3976929792045,1,0,0,83394.66397765359,Germany,Male,1
582,66,1,157730.44755729084,3,0,1,77159.90649153691,Spain,Male,0
654,78,0,111918.35635260458,3,1,0,69970.31091975894,Germany,Male,1
363,34,9,33568.71272556888,1,1,1,103293.75490709291,Spain,Female,1
492,27,1,239483.5302641926,3,1,0,70939.38063919853,France,Female,0
764,74,9,132414.93098640497,1,1,0,46529.00450893747,Spain,Male,1
350,72,7,60473.323528222296,2,1,1,68799.21432683418,France,Male,1
722,66,4,125150.8927886769,2,0,0,195231.81183394464,France,Male,1
403,64,6,169905.08318377694,1,1,1,88111.54922902123,Germany,Female,0
723,29,1,19059.80449339112,2,1,0,94495.4276030838,France,Female,0
608,79,7,68675.953761973,2,1,0,119543.5480907166,Germany,Female,0
493,33,5,201741.3727209984,1,0,1,196834.74599870306,Spain,Male,1
820,41,7,114916.21760066532,2,0,1,55904.24252279497,Spain,Female,0
790,36,0,136644.28550807372,3,1,1,139443.60100116243,France,Female,1
808,25,0,108204.00055236732,3,0,0,146037.09177292758,Germany,Female,1
361,48,6,10974.98566075128,1,0,1,125391.63919068253,France,Female,1
679,38,7,41437.44495503898,2,1,0,26829.884530962376,Germany,Female,0
573,34,2,111385.40968547272,3,0,1,138605.73240723953,Germany,Male,0
621,40,4,52296.36635198195,3,0,1,22177.99509687334,Germany,Male,1
805,54,0,12494.757164919683,2,0,1,123267.10341448041,Spain,Male,1
707,71,6,210912.41601295595,2,1,1,150520.42367213112,Germany,Male,0
809,33,4,245298.13229102895,3,1,1,50084.27921779058,Spain,Female,0
757,23,7,198285.71849918485,3,1,1,169908.18143312706,Germany,Male,0
505,25,7,213446.23042616676,1,0,0,15767.22305127081,Spain,Male,1
722,42,8,60494.282579261344,1,1,1,170324.44409507816,Spain,Male,0
357,35,6,240156.74387829995,3,0,0,97462.51962212537,Spain,Female,0
471,42,0,49231.4261133571,1,0,1,51341.70858701245,France,Male,0
697,29,2,237857.45259045807,3,0,1,35417.84754885392,Germany,Female,1
513,32,7,248704.82349148777,3,1,1,191128.3618406508,France,Female,0
439,76,2,177930.70143651217,1,1,0,23806.461640419773,Germany,Female,1
485,43,7,245285.93294795547,1,1,0,47827.74978782587,Germany,Male,1
535,58,0,142384.94489177593,2,1,1,76086.24601227873,France,Female,1
665,62,4,64885.445794022584,2,0,0,127844.62130261288,Spain,Male,0
527,43,3,109248.97141640521,2,1,1,113512.20620245869,Germany,Male,0
377,64,4,148390.2338446965,3,0,1,33872.263558339655,Spain,Male,0
569,49,7,18270.39050675375,1,1,0,65048.31691026078,France,Female,1
706,27,9,155585.81615431153,3,1,0,55362.836506344574,Spain,Female,0
390,33,3,245294.45919057363,1,1,0,50573.14235316486,Germany,Male,1
577,24,3,47526.91244593191,3,0,0,88117.42393119754,Germany,Female,0
541,34,2,198148.77907209581,2,0,1,143765.9759924148,Germany,Female,0
760,40,6,226974.69844490485,2,0,0,51316.057121274825,France,Female,0
796,43,2,235925.39820505521,2,0,0,79668.98714356647,Germany,Male,0
494,38,2,240033.90110136181,3,0,1,84274.31109982083,France,Female,1
550,39,9,130364.90968036799,1,1,0,195526.74059272793,Spain,Female,1
766,75,4,244326.97699787593,1,0,0,191386.60780702307,Germany,Male,1
561,24,4,189327.55178360973,2,0,0,162026.14072289443,Germany,Female,1
810,31,5,40417.85905924047,2,0,0,55915.19495564518,Germany,Male,0
569,32,7,119225.0266169925,2,0,1,22927.08967741724,Spain,Female,1
589,70,9,179582.79384300098,2,1,1,70211.7861669187,Germany,Female,1
762,24,5,61835.078954770834,1,0,0,60690.964392427864,France,Female,1
746,26,0,160153.79588722184,3,1,0,106125.90202781484,Spain,Female,0
395,68,7,166650.11976165482,3,1,1,157768.3029128807,Spain,Female,1
384,65,7,40674.93595214147,3,1,0,173081.35838698302,Spain,Female,1
602,25,8,141271.32811318908,3,0,0,170524.17622799662,Spain,Male,0
739,67,8,192906.72774465193,2,1,0,78338.35663238287,Spain,Female,0
431,76,1,124723.91613398548,2,0,0,140574.52525752975,France,Female,1
720,40,1,3025.779194026856,2,0,0,69438.49752960181,Spain,Female,1
605,46,2,2259.6172698230444,3,0,0,21572.053214684714,Germany,Male,0
546,35,0,89257.33599250304,2,0,0,143297.40046455903,Spain,Male,1
652,48,3,231548.5171079455,2,0,0,11867.23498825969,Spain,Male,0
758,47,3,57169.19490090219,1,1,0,87744.69161711283,Spain,Female,1
799,69,8,158590.9222179218,1,1,1,72582.0611673944,Spain,Female,1
359,56,8,55518.967673330146,2,0,1,141741.73231858196,Spain,Male,1
661,52,8,80417.49741488716,1,1,1,155586.639824472,France,Male,1
635,35,9,212010.522400371,1,0,0,67777.98083454392,France,Male,1
591,76,6,182215.36056748673,2,1,0,164209.13274452218,Spain,Female,0
600,59,1,23849.819328302656,2,1,1,65844.18449593741,France,Male,0
714,56,9,107175.5052466084,2,1,0,94802.00839744664,Germany,Female,1
354,34,4,7292.440911316117,2,1,1,148133.52013268546,Spain,Female,1
468,31,3,120222.53665075226,3,1,0,141654.84355270982,Germany,Female,1
638,48,7,165608.502925267,3,0,1,197600.00973931802,Germany,Male,0
723,41,1,29625.65589953789,2,0,1,52780.594601027056,Spain,Female,0
414,52,5,72221.23472729142,1,1,1,135840.40357252065,Germany,Male,0
495,61,4,99459.15637553923,2,0,0,125839.5625723977,Germany,Male,0
573,77,1,229882.75616401245,2,1,1,183868.7063531057,Germany,Male,0
588,62,9,248313.753855741,1,0,0,39708.80691252626,Spain,Male,0
